itemno;title;description;abe-title;abe-description
201801-55;Curb Chain, 2.6mm, Diamond Cut, Gold Plated;A wonderful curb chain, which is perfect for pendants. Every curb chain link has two fine diamond cuts, which make up an elegant design of the entire necklace chain.;Kette, Panzerkette 2x diamantiert, AMD;-
201801-60;Curb Chain, 2.6mm, Diamond Cut, Gold Plated;A wonderful curb chain, which is perfect for pendants. Every curb chain link has two fine diamond cuts, which make up an elegant design of the entire necklace chain.;Kette, Panzerkette 2x diamantiert, AMD;-
201801-70;Curb Chain, 2.6mm, Diamond Cut, Gold Plated;A wonderful curb chain, which is perfect for pendants. Every curb chain link has two fine diamond cuts, which make up an elegant design of the entire necklace chain.;Kette, Panzer, 2x diamantiert, AMD;-
202006-21;Bracelet, Open Curb Chain, Gold Plated;A beautiful open curb chain bracelet, which is classic and modern at the same time. The gold plated surface is of long-lasting quality and the curb chain is a perfect accessory that should not be missing in your jewellery case!;Armband, Weitpanzer, 4x diam, KB, AMD;4x diamantiert
202006-23;;;Armband, Weitpanzer, 4x diam, KB, AMD;4x diamantiert
202006-50;Open Curb Chain, 9mm, Gold Plated;A beautiful open curb chain necklace, which is classic and modern at the same time. The gold plated surface is of long-lasting quality and the curb chain is a perfect accessory that should not be missing in your jewellery case!;Kette, Weitpanzer, 4x diam, KB, AMD;4x diamantiert
202006-60;Open Curb Chain, 9mm, Gold Plated;A beautiful open curb chain necklace, which is classic and modern at the same time. The gold plated surface is of long-lasting quality and the curb chain is a perfect accessory that should not be missing in your jewellery case!;Kette, Weitpanzer, 4x diam, KB, AMD;4x diamantiert
202007-90;Belly chain, Gold plated (Open Curb Chain);A cute belly chain, which is gold plated and beautifully finished as an open curb chain. It will give a great touch to your new summer dress, your bikini look or just as a casual accessory on a long shirt.;Bauchkette, 90cm, Weitpanzer rund, AMD;Bikinikette 90cm, am Ende der Kette mit 3 Ösen im Abstand von 6cm und Endkugel 4mm
202008-90;Belly chain, Gold plated (Open Curb Chain);A cute belly chain, which is gold plated and beautifully finished as an open curb chain. It will look stunning on your new summer dress, your bikini look or just as a casual accessory on a long shirt.;Bauchkette, 90, Weitpanzer diamant, AMD;Bikinikette 90cm, am Ende der Kette mit 3 Ösen im Abstand von 6cm und Endkugel 4mm, diamantiert
202009-90;Belly Chain, Open Curb Chain, Gold Plated;This belly chain has a length of 90cm. The necklace is adjustable and has a small ball of 4mm at its end. The design of an open curb chain looks fitting for any occasion and will be an accessory that you will love. Gold Plated.;Bauchkette, Weitpanzer, gold-plattiert;Bikinikette 90cm, Länge beliebig verstellbar, Endkugel 4mm, diamantiert
203001-19;;;Armband, Zwillingspanzer glänzend, AMD;2x diamantiert
203001-42;;;Kette, Zwillingspanzer glänzend, AMD;2x diamantiert
203002-19;Bracelet, Double Rombo Chain, Gold Plated;This bracelet has the eyecatching design of a double rombo chain. The gold plated surface is of long-lasting quality and the bracelet is therefore a wonderful accessory that should not be missing in your jewellery case!;Armband, Zwillingspanzer glänzend, AMD;2x diamantiert
203002-45;Double Rombo Chain, Gold Plated;This necklace has the eyecatching design of a double rombo chain. The gold plated surface is of long-lasting quality and the bracelet is therefore a wonderful accessory that should not be missing in your jewellery case!;Kette, Zwillingspanzer glänzend, AMD;2x diamantiert
203002-50;Double Rombo Chain, Gold Plated;This necklace has the eyecatching design of a double rombo chain. The gold plated surface is of long-lasting quality and the bracelet is therefore a wonderful accessory that should not be missing in your jewellery case!;Kette, Zwillingspanzer glänzend, AMD;2x diamantiert
203003-15;ID Bracelet, Double Rombo Chain, Gold Plated;This bracelet has the eyecatching design of a double rombo chain and a chic engraving plate, measuring 21x6mm. The gold plated surface is of long-lasting quality and the bracelet is therefore a wonderful accessory for the little ones!;Schildband, Doppelpanzer 2x diam, AMD;Öse bei 13 und 15cm, Identitätsarmband für Kinder mit Platte ca. 21x6mm, 2x diamantiert
205003-19;Bracelet, Thin Mariner Chain, Gold Plated;This mariner chain bracelet has an elegant design. The gold plated surface is of long-lasting quality and the bracelet is therefore a wonderful accessory that should not be missing in your jewellery case!;Armband, Stegpanzer 2x diamantiert, AMD;-
205003-45;;;Kette, Stegpanzer 2x diamantiert, AMD;-
205003-50;;;Kette, Stegpanzer 2x diamantiert, AMD;-
205006-19;;;Armband, Stegpanzer flach, AMD;2x diamantiert
205006-21;;;Armband, Stegpanzer flach, AMD;2x diamantiert
205006-45;;;Kette, Stegpanzer flach, AMD;2x diamantiert
205006-50;;;Kette, Stegpanzer flach, AMD;2x diamantiert
206001-19;;;Armband, Panzer oval gedrückt, AMD;-
206001-21;;;Armband, Panzer oval gedrückt, AMD;-
206001-45;Curb Chain, Oval, 5mm, Gold Plated;This curb chain is a wonderful accessory for fashionable ladies. The thickness of 5mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which makes the necklace be your favourite jewellery piece for years!;Kette, Panzer oval gedrückt, AMD;-
206001-50;Curb Chain, Oval, 5mm, Gold Plated;This curb chain is a wonderful accessory for fashionable ladies. The thickness of 5mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which makes the necklace be your favourite jewellery piece for years!;Kette, Panzer oval gedrückt, AMD;-
206001-60;Curb Chain, Oval, 5mm, Gold Plated;This curb chain is a wonderful accessory for fashionable ladies. The thickness of 5mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which makes the necklace be your favourite jewellery piece for years!;Kette, Panzer oval gedrückt, AMD;
206002-50;Curb Chain, Oval, 7mm, Gold Plated;This curb chain is a wonderful accessory for fashionable ladies. The thickness of 7mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which makes the necklace be your favourite jewellery piece for years!;Kette, 7mm Panzer oval gedrückt AMD;-
206100-27;;;Fußkette, Venezianer diamantiert, AMD;3 Ösen bei 23, 25 und 27cm mit Endkugel 4mm, diamantiert
206100-38;Venetian Box Chain, Diamond Cut, Gold Plated;A great necklace chain for one of our beautiful pendants! This venetian box chain has a fine diamond cut and looks chic and elegant! The quality of gold plating is great and the necklace chain can be a wonderful gift, combined with one of our gold pendants, for instance.;Kette, Venezianer diamantiert, AMD;-
206100-40;Venetian Box Chain, Diamond Cut, Gold Plated;A great necklace chain for one of our beautiful pendants! This venetian box chain has a fine diamond cut and looks chic and elegant! The quality of gold plating is great and the necklace chain can be a wonderful gift, combined with one of our gold pendants, for instance.;Kette, Venezianer diamantiert, AMD;-
206100-42;Venetian Box Chain, Diamond Cut, Gold Plated;A great necklace chain for one of our beautiful pendants! This venetian box chain has a fine diamond cut and looks chic and elegant! The quality of gold plating is great and the necklace chain can be a wonderful gift, combined with one of our gold pendants, for instance.;Kette, Venezianer diamantiert, AMD;-
206100-45;Venetian Box Chain, Diamond Cut, Gold Plated;A great necklace chain for one of our beautiful pendants! This venetian box chain has a fine diamond cut and looks chic and elegant! The quality of gold plating is great and the necklace chain can be a wonderful gift, combined with one of our gold pendants, for instance.;Kette, Venezianer diamantiert, AMD;-
206100-50;Venetian Box Chain, Diamond Cut, Gold Plated;A great necklace chain for one of our beautiful pendants! This venetian box chain has a fine diamond cut and looks chic and elegant! The quality of gold plating is great and the necklace chain can be a wonderful gift, combined with one of our gold pendants, for instance.;Kette, Venezianer diamantiert, AMD;-
206100-60;Venetian Box Chain, Diamond Cut, Gold Plated;A great necklace chain for one of our beautiful pendants! This venetian box chain has a fine diamond cut and looks chic and elegant! The quality of gold plating is great and the necklace chain can be a wonderful gift, combined with one of our gold pendants, for instance.;Kette, Venezianer diamantiert, AMD;diamantiert
206103-45;;;Kette, Venezianer diamantiert, AMD;diamantiert
206105-50;Venetian Box Chain, Diamond Cut, Gold Plated;A great necklace chain for one of our beautiful pendants! This venetian box chain has a fine diamond cut and looks chic and elegant! The quality of gold plating is great and the necklace chain can be a wonderful gift, combined with one of our gold pendants, for instance.;Kette, Venezianer diamantiert, AMD;diamantiert
206105-55;Venetian Box Chain, Diamond Cut, Gold Plated;A great necklace chain for one of our beautiful pendants! This venetian box chain has a fine diamond cut and looks chic and elegant! The quality of gold plating is great and the necklace chain can be a wonderful gift, combined with one of our gold pendants, for instance.;Kette, Venezianer diamantiert, AMD;diamantiert
206105-60;Venetian Box Chain, Diamond Cut, Gold Plated;A great necklace chain for one of our beautiful pendants! This venetian box chain has a fine diamond cut and looks chic and elegant! The quality of gold plating is great and the necklace chain can be a wonderful gift, combined with one of our gold pendants, for instance.;Kette, Venezianer diamantiert, AMD;diamantiert
206105-70;Venetian Box Chain, Diamond Cut, Gold Plated;A great necklace chain for one of our beautiful pendants! This venetian box chain has a fine diamond cut and looks chic and elegant! The quality of gold plating is great and the necklace chain can be a wonderful gift, combined with one of our gold pendants, for instance.;Kette, Venezianer diamantiert, AMD;diamantiert
206200-50;;;Kette, Venezianer 2mm, AMD;Halskette in 10/000 Milliem gold-plattiert
206200-60;;;Kette, Venezianer 2mm, AMD;Halskette in 10/000 Milliem gold-plattiert
208001-19;Bracelet, Scroll Chain, 5mm, Gold Plated;This scroll chain bracelet is a wonderful accessory for fashionable ladies. The thickness of 5mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which makes the bracelet be your favourite jewellery piece for years!;Armband, 5mm, S-Panzer, AMD;-
208001-50;Necklace, Scroll Chain, 5mm, Gold Plated;This scroll chain is a wonderful accessory for fashionable ladies. The thickness of 5mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which makes the necklace be your favourite jewellery piece for years!;Kette, S-Panzer, 2x diamantiert, AMD;-
208001-55;Necklace, Scroll Chain, 5mm, Gold Plated;This scroll chain is a wonderful accessory for fashionable ladies. The thickness of 5mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which makes the necklace be your favourite jewellery piece for years!;Kette, S-Panzer, 2x diamantiert, AMD;-
208004-19;Bracelet, Scroll Chain, 3.5mm, Gold Plated;This scroll chain bracelet is a wonderful accessory for fashionable ladies. The thickness of 3.5mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which makes the bracelet be your favourite jewellery piece for years!;Armband, 3,5mm, S-Panzer, AMD;-
208004-45;Necklace, Scroll Chain, 3.5mm, Gold Plated;This scroll chain is a wonderful accessory for fashionable ladies. The thickness of 3.5mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which makes the necklace be your favourite jewellery piece for years!;Kette, 3,5mm, S-Panzer, AMD;-
208004-50;Necklace, Scroll Chain, 3.5mm, Gold Plated;This scroll chain is a wonderful accessory for fashionable ladies. The thickness of 3.5mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which makes the necklace be your favourite jewellery piece for years!;Kette, 3,5mm, S-Panzer, AMD;-
208004-60;Necklace, Scroll Chain, 3.5mm, Gold Plated;This scroll chain is a wonderful accessory for fashionable ladies. The thickness of 3.5mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which makes the necklace be your favourite jewellery piece for years!;Kette, 3,5mm, S-Panzer, AMD;-
210006-19;;;Armband, Figaro-Panz. 2x diamantiert AMD;-
210006-45;;;Kette, Figaro-Panz. 2x diamantiert AMD;
210011-19;Bracelet, Figaro Chain, Gold Plated;This figaro chain bracelet is a wonderful accessory for fashionable ladies. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the bracelet become your favourite jewellery piece for many years!;Armband, Figaro, 4x diamantiert, AMD;-
210011-21;Bracelet, Figaro Chain, Gold Plated;This figaro chain bracelet is a wonderful accessory for fashionable ladies. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the bracelet become your favourite jewellery piece for many years!;Armband, Figaro, 4x diamantiert, AMD;4x diamantiert
210011-50;Figaro Chain, Diamond Cut, Gold Plated;This figaro chain necklace has a fine diamond cut and is beautifully finished. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your favourite jewellery piece for many years!;Kette, Figaro, 4x diamantiert, AMD;-
210011-60;Figaro Chain, Diamond Cut, Gold Plated;This figaro chain necklace has a fine diamond cut and is beautifully finished. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your favourite jewellery piece for many years!;Kette, Figaro 4x diamantiert, AMD;-
210016-15;ID Bracelet, Figaro Chain, Gold Plated;This figaro chain bracelet is a wonderful accessory for fashionable kids. The figaro design makes the jewellery piece look chic and stunning and the ID plate is perfect for symbolic and personal engravings! The gold plated surface guarantees a long-lasting quality, which will let the bracelet become your girl's favourite jewellery piece for many years!;Armband, Schildband Figaro-Panzer, AMD;Öse bei 13 und 15cm, Identitätsarmband für Kinder mit Platte ca. 21x6mm, 2x diamantiert
211000-19;BRACELET, ANCHOR CHAIN, OVAL, GOLD-PLATED, 19CM,  NEW;;Armband, 3,5mm Anker (Erbs) oval, AMD;ovale Kettenglieder, abgerundet
211000-45;NECKLACE, ANCHOR CHAIN, OVAL, GOLD-PLATED, 45CM,  NEW;;Kette, 3,5mm Anker (Erbs) oval, AMD;ovale Kettenglieder, abgerundet
211000-50;;;Kette, 3,5mm Anker (Erbs) oval, AMD;ovale Kettenglieder, abgerundet
211001-45;Anchor Chain, Diamond Cut, Gold Plated;This necklace is a simple but fashionable anchor chain necklace, which should never be missing in anyone's jewellery case. The bracelet is a great accessory, which is classic and will never be out of fashion. Gold Plated;Kette, Ankerkette 8x diam, AMD;8x diamantiert
211001-50;Anchor Chain, Diamond Cut, Gold Plated;This necklace is a simple but fashionable anchor chain necklace, which should never be missing in anyone's jewellery case. The bracelet is a great accessory, which is classic and will never be out of fashion. Gold Plated;Kette, Ankerkette 8x diam, AMD;8x diamantiert
211001-55;Anchor Chain, Diamond Cut, Gold Plated;This necklace is a simple but fashionable anchor chain necklace, which should never be missing in anyone's jewellery case. The bracelet is a great accessory, which is classic and will never be out of fashion. Gold Plated;Kette, Ankerkette 8x diam, AMD;8x diamantiert
211002-90;;;Bauchkette, 90cm, Ankerkette, AMD;Bikinikette 90cm, am Ende der Kette mit 3 Ösen im Abstand von 6cm und Endkugel 4mm
211003-19;Bracelet, Bismark Chain, 6mm, Gold Plated;This bismark chain bracelet is a wonderful accessory for fashionable ladies. The width of 6mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the bracelet become your favourite jewellery piece for many years!;Armband, 6mm Bismarck, AMD;-
211003-21;Bracelet, Bismark Chain, 6mm, Gold Plated;This bismark chain bracelet is a wonderful accessory for fashionable ladies. The width of 6mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the bracelet become your favourite jewellery piece for many years!;Armband, 6mm Bismarck, AMD;-
211003-45;Bismark Chain, 6mm, Gold Plated;This bismark chain necklace is a wonderful accessory for fashionable ladies. The width of 6mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your favourite jewellery piece for many years!;Kette, 6mm Bismarck, AMD;-
211003-50;Bismark Chain, 6mm, Gold Plated;This bismark chain necklace is a wonderful accessory for fashionable ladies. The width of 6mm makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your favourite jewellery piece for many years!;Kette, 6mm Bismarck, AMD;-
211005-19;Bracelet, Anchor Chain, Gold Plated;This bracelet is a chic anchor chain, which is both - fashionable and classic. The timeless bracelet has a gold plated surface, which is of long-lasting quality. Since you will keep the jewellery piece in your jewel box for a lifetime, it will quickly become your most favourite piece in there.;Armband, 4mm Anker Dreikant, AMD;ovale Kettenglieder, glatt
211005-45;;;Kette, 4mm Ankerkette Dreikant, AMD;ovale Kettenglieder, glatt
211005-50;;;Kette, 4mm Ankerkette Dreikant, AMD;ovale Kettenglieder, glatt
211005-70;;;Kette, 4mm Ankerkette Dreikant, AMD;ovale Kettenglieder, glatt
211006-21;;;Armband, Anker 5mm 8x diamantiert, AMD;8x diamantiert
211006-50;;;Kette, Anker 5mm 8x diamantiert, AMD;-
211007-50;Anchor Chain, Gold Plated, 2mm;A classic anchor chain of 2mm thickness. The chain has a fine diamond cut and looks therefore chic and elegant! The gold plating is done sophisticatedly and gives therefore longlasting and high quality features to the necklace.;Kette, Ankerkette 4x diamantiert, AMD;4x diamantiert, ACHTUNG: Kette mit Karabiner-Verschluss 6,28mm
211008-19;;;Armband, 5mm Anker (Erbs) oval, AMD;ovale Kettenglieder, abgerundet
211008-21;;;Armband, 5mm Anker (Erbs) oval, AMD;ovale Kettenglieder, abgerundet
211008-45;;;Kette, 5mm Ankerkette (Erbs) oval AMD;ovale Kettenglieder, abgerundet
211008-50;;;Kette, 5mm Ankerkette (Erbs) oval AMD;ovale Kettenglieder, abgerundet
211008-60;;;Kette, 5mm Ankerkette (Erbs) oval AMD;ovale Kettenglieder, abgerundet
211008-70;;;Kette, 5mm Ankerkette (Erbs) oval AMD;ovale Kettenglieder, abgerundet
211601-27;Ankle Chain, Gold Plated (Open Curb Chain);A cute ankle chain, which is gold plated and beautifully finished as an open curb chain. It can give a nice touch to your new pair of sandals or ballerinas for the summer.;Fußkette, Weitpanzer diamantiert, AMD;3 Ösen bei 23, 25 und 27cm mit Endkugel 4mm, diamantiert
211601-90;belly chain, 90cm, gold plated;This gorgeous chain is 90 cm long. The three incorporated rings have a 6 cm distance from each other. The end of the chain, which is adjustable has a tiny ball-pendant (4 mm). Gold plated.;Bauchkette, Weitpanzer diamantiert, AMD;Bikinikette 90cm, am Ende der Kette mit 3 Ösen im Abstand von 6cm und Endkugel 4mm, 2x diamantiert
213631-19;Bracelet, Figaro Chain, Gold Plated;This figaro chain bracelet is a wonderful accessory for fashionable ladies. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the bracelet become your favourite jewellery piece for many years!;Armband, Figaro-Panz. 2x diamantiert AMD;-
213631-42;Figaro Chain, Diamond Cut, Gold Plated;This figaro chain necklace has a fine diamond cut and is beautifully finished. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your most favourite jewellery piece for many years!;Kette, Figaro-Panz. 2x diamantiert AMD;diamantiert
213631-45;Figaro Chain, Diamond Cut, Gold Plated;This figaro chain necklace has a fine diamond cut and is beautifully finished. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your most favourite jewellery piece for many years!;Kette, Figaro-Panz. 2x diamantiert AMD;-
213631-50;Figaro Chain, Diamond Cut, Gold Plated;This figaro chain necklace has a fine diamond cut and is beautifully finished. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your most favourite jewellery piece for many years!;Kette, Figaro-Panz. 2x diamantiert AMD;-
213631-60;Figaro Chain, Diamond Cut, Gold Plated;This figaro chain necklace has a fine diamond cut and is beautifully finished. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your most favourite jewellery piece for many years!;Kette, Figaro-Panz. 2x diamantiert AMD;-
213631-70;Figaro Chain, Diamond Cut, Gold Plated;This figaro chain necklace has a fine diamond cut and is beautifully finished. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your most favourite jewellery piece for many years!;Kette, Figaro-Panz. 2x diamantiert AMD;-
213831-42;;;Kette, Figaro-Panz. 2x diamantiert AMD;-
213831-45;Figaro Chain, Diamond Cut, Gold Plated;This figaro chain necklace has a fine diamond cut and is beautifully finished. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your most favourite jewellery piece for many years!;Kette, Figaro-Panz. 2x diamantiert AMD;-
213831-50;Figaro Chain, Diamond Cut, Gold Plated;This figaro chain necklace has a fine diamond cut and is beautifully finished. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your most favourite jewellery piece for many years!;Kette, Figaro-Panz. 2x diamantiert AMD;-
213831-70;Figaro Chain, Diamond Cut, Gold Plated;This figaro chain necklace has a fine diamond cut and is beautifully finished. The figaro design makes the jewellery piece look chic and stunning! The gold plated surface guarantees a long-lasting quality, which will let the necklace become your most favourite jewellery piece for many years!;Kette, Figaro-Panz. 2x diamantiert AMD;-
214710-19;Bracelet, Curb Chain, Oval, Gold Plated;This bracelet is a chic curb chain, which is both - fashionable and classic. The timeless bracelet has a gold plated surface, which is of long-lasting quality. Since you will keep the jewellery piece in your jewel box for a lifetime, it will quickly become your most favourite piece in there.;Armband, Panzer oval gedrückt, AMD;-
214710-42;Flat Curb Chain, 4mm, Gold Plated;This necklace is a chic flat curb chain, which is both - fashionable and classic. The timeless necklace has a gold plated surface, which is of long-lasting quality. Since you will keep the jewellery piece in your jewel box for a lifetime, it will quickly become your most favourite piece in there.;Kette, Panzer oval gedrückt, AMD;-
214710-45;Flat Curb Chain, 4mm, Gold Plated;This necklace is a chic flat curb chain, which is both - fashionable and classic. The timeless necklace has a gold plated surface, which is of long-lasting quality. Since you will keep the jewellery piece in your jewel box for a lifetime, it will quickly become your most favourite piece in there.;Kette, Panzer oval gedrückt, AMD;-
214710-50;Flat Curb Chain, 4mm, Gold Plated;This necklace is a chic flat curb chain, which is both - fashionable and classic. The timeless necklace has a gold plated surface, which is of long-lasting quality. Since you will keep the jewellery piece in your jewel box for a lifetime, it will quickly become your most favourite piece in there.;Kette, Panzer oval gedrückt, AMD;-
